RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,plot_x,plot_y,cluster
9596586,15039105,sXXXXXXXXXXXX,584,FXXXXX,FXXXXX,31,9,86510.25,1,1,0,161372.82,1,0,3,PXXXXXXX,818,9596586.0,1.5039105E7,2
10594510,4188322,sXXXXXXXXXXXX,850,FXXXXX,MXXX,33,6,0.0,2,0,0,22891.97,0,0,3,GXXX,678,1.059451E7,4188322.0,3
4573484,3155498,sXXXXXXXXXXXX,588,SXXXX,MXXX,30,3,0.0,3,0,0,143908.32,0,0,2,SXXXXX,592,4573484.0,3155498.0,0
11437910,13998402,sXXXXXXXXXXXX,691,FXXXXX,MXXX,39,5,112296.35,2,0,0,68975.65,0,0,1,PXXXXXXX,363,1.143791E7,1.3998402E7,3
12783385,15033301,sXXXXXXXXXXXX,657,FXXXXX,FXXXXX,54,9,122855.36,1,1,0,133108.02,1,0,5,PXXXXXXX,325,1.2783385E7,1.5033301E7,2
15429062,14283742,sXXXXXXXXXXXX,581,FXXXXX,FXXXXX,42,8,149553.12,3,0,0,181020.99,1,0,4,PXXXXXXX,512,1.5429062E7,1.4283742E7,2
140331,11879977,sXXXXXXXXXXXX,734,GXXXXXX,FXXXXX,55,6,122030.14,3,0,0,95384.53,1,0,4,DXXXXXX,290,140331.0,1.1879977E7,4
4248835,9372488,sXXXXXXXXXXXX,594,GXXXXXX,FXXXXX,40,10,142875.04,1,0,0,112467.12,0,0,4,GXXX,510,4248835.0,9372488.0,1
1133420,2893999,sXXXXXXXXXXXX,712,GXXXXXX,FXXXXX,30,8,138093.57,2,0,0,98180.37,0,0,2,DXXXXXX,405,1133420.0,2893999.0,4
9243352,8799867,sXXXXXXXXXXXX,547,FXXXXX,FXXXXX,21,1,132474.35,2,1,0,127525.43,0,0,4,DXXXXXX,953,9243352.0,8799867.0,3
6654889,8988181,sXXXXXXXXXXXX,529,FXXXXX,FXXXXX,38,7,148610.42,1,0,0,108400.56,1,0,3,DXXXXXX,684,6654889.0,8988181.0,2
7021968,10328992,sXXXXXXXXXXXX,573,FXXXXX,MXXX,63,8,0.0,3,0,0,89203.06,1,0,3,SXXXXX,610,7021968.0,1.0328992E7,2
3483392,14295657,sXXXXXXXXXXXX,759,GXXXXXX,FXXXXX,34,3,111456.75,2,1,0,135140.57,0,0,3,SXXXXX,465,3483392.0,1.4295657E7,1
11473858,12058223,sXXXXXXXXXXXX,621,SXXXX,MXXX,52,4,126488.6,1,1,0,76441.2,0,0,4,DXXXXXX,667,1.1473858E7,1.2058223E7,0
12307418,9081703,sXXXXXXXXXXXX,693,GXXXXXX,FXXXXX,49,10,150865.02,1,1,0,33163.0,0,0,1,GXXX,388,1.2307418E7,9081703.0,1
6490896,16739972,sXXXXXXXXXXXX,623,GXXXXXX,FXXXXX,23,6,114420.4,2,1,0,99593.31,0,0,3,DXXXXXX,944,6490896.0,1.6739972E7,4
14215248,9983168,sXXXXXXXXXXXX,561,SXXXX,MXXX,36,5,0.0,2,0,0,135149.63,0,0,3,GXXX,517,1.4215248E7,9983168.0,0
12663476,1512439,sXXXXXXXXXXXX,826,FXXXXX,MXXX,40,2,114216.49,2,0,0,32110.53,0,0,3,SXXXXX,671,1.2663476E7,1512439.0,3
6317454,16256489,sXXXXXXXXXXXX,582,FXXXXX,FXXXXX,63,7,109974.21,1,0,0,190050.2,0,0,2,PXXXXXXX,567,6317454.0,1.6256489E7,3
13847897,7709272,sXXXXXXXXXXXX,671,FXXXXX,MXXX,34,1,1395.56,2,0,0,142961.19,0,0,3,PXXXXXXX,570,1.3847897E7,7709272.0,3
8967816,11502546,sXXXXXXXXXXXX,668,FXXXXX,FXXXXX,36,7,115630.74,3,1,0,56837.8,1,0,4,PXXXXXXX,948,8967816.0,1.1502546E7,2
15156409,6665788,sXXXXXXXXXXXX,576,GXXXXXX,FXXXXX,33,2,111246.34,1,1,0,177251.15,1,0,4,DXXXXXX,759,1.5156409E7,6665788.0,4
11213715,4135118,sXXXXXXXXXXXX,692,SXXXX,FXXXXX,30,4,0.0,2,0,0,79506.95,0,0,5,DXXXXXX,877,1.1213715E7,4135118.0,0
13427276,6047605,sXXXXXXXXXXXX,707,GXXXXXX,MXXX,46,8,117505.17,1,1,0,128537.66,0,0,4,DXXXXXX,703,1.3427276E7,6047605.0,4
12888982,7819837,sXXXXXXXXXXXX,704,SXXXX,FXXXXX,28,9,0.0,2,1,0,27066.16,0,0,5,SXXXXX,774,1.2888982E7,7819837.0,0
1627487,11193920,sXXXXXXXXXXXX,537,FXXXXX,MXXX,53,5,0.0,1,0,0,19817.29,0,0,3,PXXXXXXX,698,1627487.0,1.119392E7,3
14760006,1544449,sXXXXXXXXXXXX,663,SXXXX,FXXXXX,27,8,148544.46,2,1,0,88189.49,0,0,5,DXXXXXX,497,1.4760006E7,1544449.0,0
2705177,10748396,sXXXXXXXXXXXX,770,GXXXXXX,MXXX,41,9,0.0,1,1,0,56259.52,0,0,5,DXXXXXX,409,2705177.0,1.0748396E7,4
6697581,676767,sXXXXXXXXXXXX,699,GXXXXXX,MXXX,34,8,113769.43,2,1,0,64701.94,0,0,3,DXXXXXX,365,6697581.0,676767.0,4
11288594,10861316,sXXXXXXXXXXXX,628,GXXXXXX,MXXX,70,3,106109.79,1,1,0,90180.41,1,0,3,GXXX,876,1.1288594E7,1.0861316E7,1
10210184,1446249,sXXXXXXXXXXXX,656,SXXXX,MXXX,41,5,116516.69,2,0,0,120229.96,0,0,2,PXXXXXXX,558,1.0210184E7,1446249.0,0
16764506,10624650,sXXXXXXXXXXXX,754,GXXXXXX,FXXXXX,22,8,129937.45,2,1,0,45487.68,0,0,2,DXXXXXX,381,1.6764506E7,1.062465E7,4
2375571,9506521,sXXXXXXXXXXXX,618,FXXXXX,MXXX,36,9,114729.13,2,1,0,80584.85,0,0,5,DXXXXXX,377,2375571.0,9506521.0,3
10509459,11304839,sXXXXXXXXXXXX,789,SXXXX,MXXX,26,4,125944.99,1,1,0,126135.5,0,0,2,SXXXXX,742,1.0509459E7,1.1304839E7,0
11648722,2333282,sXXXXXXXXXXXX,581,SXXXX,MXXX,54,3,109914.55,1,1,0,91594.3,0,0,5,SXXXXX,878,1.1648722E7,2333282.0,0
12126033,10827852,sXXXXXXXXXXXX,699,GXXXXXX,FXXXXX,42,8,102232.66,3,1,0,46117.89,1,0,1,DXXXXXX,902,1.2126033E7,1.0827852E7,4
2084694,14902157,sXXXXXXXXXXXX,719,SXXXX,FXXXXX,33,4,0.0,2,1,0,47255.87,0,0,3,SXXXXX,763,2084694.0,1.4902157E7,0
11678383,1078209,sXXXXXXXXXXXX,793,FXXXXX,MXXX,43,9,0.0,2,0,0,122864.21,0,0,1,PXXXXXXX,947,1.1678383E7,1078209.0,3
5826909,8654103,sXXXXXXXXXXXX,547,SXXXX,FXXXXX,26,5,101092.89,1,0,0,105409.3,0,0,3,DXXXXXX,363,5826909.0,8654103.0,0
1002023,8367161,sXXXXXXXXXXXX,756,FXXXXX,MXXX,37,8,0.0,2,1,0,173583.06,0,0,5,DXXXXXX,345,1002023.0,8367161.0,3
512243,4639673,sXXXXXXXXXXXX,685,SXXXX,MXXX,41,7,0.0,2,0,0,32291.0,0,0,3,DXXXXXX,898,512243.0,4639673.0,0
14724573,1716644,sXXXXXXXXXXXX,519,SXXXX,MXXX,70,9,121975.13,2,1,0,93404.84,0,0,5,PXXXXXXX,421,1.4724573E7,1716644.0,0
81272,6667964,sXXXXXXXXXXXX,409,GXXXXXX,FXXXXX,60,8,143184.96,1,0,0,123775.32,1,0,4,DXXXXXX,894,81272.0,6667964.0,4
16265008,3874230,sXXXXXXXXXXXX,613,SXXXX,MXXX,61,8,111672.76,2,0,0,67534.34,0,0,1,SXXXXX,461,1.6265008E7,3874230.0,0
11792184,1501228,sXXXXXXXXXXXX,711,FXXXXX,MXXX,37,9,0.0,4,0,0,156413.14,1,0,2,DXXXXXX,350,1.1792184E7,1501228.0,2
556607,8770864,sXXXXXXXXXXXX,699,SXXXX,FXXXXX,31,5,0.0,2,0,0,169472.3,0,0,4,SXXXXX,873,556607.0,8770864.0,0
8197981,3692370,sXXXXXXXXXXXX,593,FXXXXX,MXXX,41,9,724.42,2,0,0,165463.68,0,0,3,PXXXXXXX,621,8197981.0,3692370.0,3
3508645,6749054,sXXXXXXXXXXXX,559,GXXXXXX,MXXX,24,8,120241.42,2,1,0,73115.35,0,0,2,DXXXXXX,666,3508645.0,6749054.0,4
10572222,11662310,sXXXXXXXXXXXX,716,SXXXX,MXXX,40,1,136401.1,1,0,0,30296.33,0,0,2,PXXXXXXX,355,1.0572222E7,1.166231E7,0
2008374,7850911,sXXXXXXXXXXXX,647,FXXXXX,MXXX,59,8,135485.58,3,0,0,66387.49,1,0,3,DXXXXXX,330,2008374.0,7850911.0,2
9674277,12623223,sXXXXXXXXXXXX,570,FXXXXX,MXXX,38,7,68198.48,1,0,0,97418.74,0,0,3,DXXXXXX,852,9674277.0,1.2623223E7,3
11329408,12673867,sXXXXXXXXXXXX,574,SXXXX,FXXXXX,56,6,106356.95,2,0,0,102231.53,0,0,5,DXXXXXX,831,1.1329408E7,1.2673867E7,0
11536349,3359339,sXXXXXXXXXXXX,656,SXXXX,MXXX,47,1,857.87,2,1,0,178427.71,0,0,2,PXXXXXXX,702,1.1536349E7,3359339.0,0
13731646,6426397,sXXXXXXXXXXXX,525,GXXXXXX,FXXXXX,39,1,129779.97,2,1,0,52021.67,0,0,1,PXXXXXXX,624,1.3731646E7,6426397.0,1
15644877,14523907,sXXXXXXXXXXXX,579,GXXXXXX,FXXXXX,43,8,125004.88,2,1,0,103590.53,0,0,2,PXXXXXXX,609,1.5644877E7,1.4523907E7,1
8865132,2248359,sXXXXXXXXXXXX,652,SXXXX,FXXXXX,31,1,115604.08,2,1,0,19296.08,0,0,2,GXXX,895,8865132.0,2248359.0,0
5989143,13397178,sXXXXXXXXXXXX,731,GXXXXXX,MXXX,39,3,126376.13,2,1,0,193153.92,0,0,3,DXXXXXX,600,5989143.0,1.3397178E7,4
5792897,3744354,sXXXXXXXXXXXX,755,GXXXXXX,FXXXXX,39,2,89806.09,3,0,0,192926.85,1,0,4,DXXXXXX,797,5792897.0,3744354.0,4
11037027,1387317,sXXXXXXXXXXXX,586,SXXXX,FXXXXX,28,9,0.0,2,1,0,165834.18,0,0,4,PXXXXXXX,479,1.1037027E7,1387317.0,0
7552280,4422771,sXXXXXXXXXXXX,634,GXXXXXX,FXXXXX,53,8,109867.45,1,1,0,161038.69,0,0,3,PXXXXXXX,444,7552280.0,4422771.0,1
12199968,7767094,sXXXXXXXXXXXX,687,GXXXXXX,MXXX,49,2,110502.19,1,0,0,179429.07,0,0,1,DXXXXXX,813,1.2199968E7,7767094.0,4
16341806,8768658,sXXXXXXXXXXXX,604,SXXXX,MXXX,72,6,106753.23,1,1,0,25324.4,1,0,5,DXXXXXX,449,1.6341806E7,8768658.0,0
13279273,9956457,sXXXXXXXXXXXX,565,FXXXXX,FXXXXX,49,1,0.0,1,1,0,112568.33,0,0,1,SXXXXX,746,1.3279273E7,9956457.0,3
1266135,5955125,sXXXXXXXXXXXX,728,GXXXXXX,FXXXXX,39,5,130225.38,1,1,0,60103.84,0,0,3,DXXXXXX,813,1266135.0,5955125.0,4
8799118,12087767,sXXXXXXXXXXXX,627,GXXXXXX,MXXX,23,8,117963.53,2,1,0,69209.63,0,0,3,SXXXXX,226,8799118.0,1.2087767E7,1
1350297,8682117,sXXXXXXXXXXXX,533,GXXXXXX,FXXXXX,65,4,128048.13,1,1,0,46561.95,0,0,4,DXXXXXX,613,1350297.0,8682117.0,4
13688403,1951794,sXXXXXXXXXXXX,646,GXXXXXX,FXXXXX,67,8,126093.9,1,1,0,171726.51,0,0,4,PXXXXXXX,659,1.3688403E7,1951794.0,1
7145090,645,sXXXXXXXXXXXX,764,FXXXXX,FXXXXX,32,2,0.0,2,1,0,59649.62,0,0,3,PXXXXXXX,783,7145090.0,645.0,3
13161569,483725,sXXXXXXXXXXXX,565,FXXXXX,FXXXXX,43,5,105526.49,2,0,0,42755.81,0,0,2,PXXXXXXX,808,1.3161569E7,483725.0,3
16003408,3504747,sXXXXXXXXXXXX,626,FXXXXX,FXXXXX,30,7,0.0,2,1,0,152876.86,0,0,3,DXXXXXX,650,1.6003408E7,3504747.0,3
3973723,11294227,sXXXXXXXXXXXX,552,SXXXX,FXXXXX,31,8,84.9,2,0,0,153102.45,0,0,4,SXXXXX,409,3973723.0,1.1294227E7,0
8544384,16233620,sXXXXXXXXXXXX,684,SXXXX,MXXX,30,8,41.83,2,1,0,75545.41,0,0,3,PXXXXXXX,462,8544384.0,1.623362E7,0
16675422,2987665,sXXXXXXXXXXXX,573,FXXXXX,MXXX,37,5,122427.58,1,0,0,41291.69,0,0,2,DXXXXXX,396,1.6675422E7,2987665.0,3
16657470,15261420,sXXXXXXXXXXXX,499,SXXXX,FXXXXX,24,7,0.0,2,0,0,158157.07,0,0,3,DXXXXXX,213,1.665747E7,1.526142E7,0
6822351,9084354,sXXXXXXXXXXXX,594,SXXXX,FXXXXX,22,8,0.0,2,0,0,99250.84,0,0,3,GXXX,779,6822351.0,9084354.0,0
10612484,7756587,sXXXXXXXXXXXX,707,SXXXX,FXXXXX,43,5,121433.56,2,0,0,108869.48,0,0,3,DXXXXXX,357,1.0612484E7,7756587.0,0
1221328,11178859,sXXXXXXXXXXXX,564,SXXXX,FXXXXX,51,7,132633.13,2,0,0,148008.63,0,0,3,DXXXXXX,291,1221328.0,1.1178859E7,0
14996355,6593862,sXXXXXXXXXXXX,679,FXXXXX,FXXXXX,29,9,98967.42,1,1,0,25803.15,0,0,3,DXXXXXX,652,1.4996355E7,6593862.0,3
1302568,11570662,sXXXXXXXXXXXX,632,FXXXXX,FXXXXX,44,5,52923.18,1,0,0,60473.39,1,0,1,GXXX,815,1302568.0,1.1570662E7,2
2498748,1426522,sXXXXXXXXXXXX,576,SXXXX,FXXXXX,23,8,136965.05,2,0,0,131844.83,0,0,2,PXXXXXXX,605,2498748.0,1426522.0,0
12729439,9886653,sXXXXXXXXXXXX,695,GXXXXXX,FXXXXX,49,5,127588.22,1,0,0,132742.41,1,0,4,PXXXXXXX,296,1.2729439E7,9886653.0,1
13203706,9325076,sXXXXXXXXXXXX,622,SXXXX,MXXX,67,9,0.0,2,1,0,14553.63,0,0,3,PXXXXXXX,480,1.3203706E7,9325076.0,0
8824025,7031595,sXXXXXXXXXXXX,619,FXXXXX,FXXXXX,25,3,116475.36,2,1,0,42536.5,0,0,1,GXXX,786,8824025.0,7031595.0,3
11634181,13199540,sXXXXXXXXXXXX,816,SXXXX,MXXX,20,4,134479.55,2,1,0,190076.18,0,0,4,GXXX,623,1.1634181E7,1.319954E7,0
10836145,8663655,sXXXXXXXXXXXX,694,FXXXXX,FXXXXX,37,6,0.0,2,1,0,25588.02,0,0,5,DXXXXXX,424,1.0836145E7,8663655.0,3
4798296,6922497,sXXXXXXXXXXXX,603,FXXXXX,FXXXXX,65,3,270.44,2,0,0,13784.27,0,0,3,PXXXXXXX,764,4798296.0,6922497.0,3
9446718,16054645,sXXXXXXXXXXXX,771,SXXXX,FXXXXX,68,4,130231.26,1,1,0,129845.87,1,0,3,DXXXXXX,550,9446718.0,1.6054645E7,0
12587691,6109113,sXXXXXXXXXXXX,608,FXXXXX,MXXX,25,4,671.16,1,0,0,105602.52,0,0,5,PXXXXXXX,905,1.2587691E7,6109113.0,3
4784156,7338438,sXXXXXXXXXXXX,670,FXXXXX,MXXX,47,6,132025.68,1,1,0,11.58,0,0,2,PXXXXXXX,496,4784156.0,7338438.0,3
3576398,6081683,sXXXXXXXXXXXX,716,FXXXXX,FXXXXX,68,9,110159.14,1,0,0,148282.5,1,0,2,DXXXXXX,867,3576398.0,6081683.0,2
2279808,3411728,sXXXXXXXXXXXX,558,SXXXX,FXXXXX,54,8,99462.27,2,1,0,81746.2,0,0,4,PXXXXXXX,779,2279808.0,3411728.0,0
6504053,5736227,sXXXXXXXXXXXX,798,GXXXXXX,FXXXXX,61,5,116231.75,1,1,0,124576.85,0,0,5,SXXXXX,594,6504053.0,5736227.0,1
11020769,10743688,sXXXXXXXXXXXX,623,SXXXX,MXXX,24,5,109440.76,2,1,0,110416.48,0,0,2,PXXXXXXX,299,1.1020769E7,1.0743688E7,0
12262203,70135,sXXXXXXXXXXXX,533,FXXXXX,FXXXXX,44,2,153896.58,4,0,0,72849.93,1,0,2,PXXXXXXX,950,1.2262203E7,70135.0,2
570548,7412865,sXXXXXXXXXXXX,602,GXXXXXX,FXXXXX,42,5,116885.79,1,1,0,130467.3,1,0,3,PXXXXXXX,975,570548.0,7412865.0,1
10029275,10123178,sXXXXXXXXXXXX,513,GXXXXXX,FXXXXX,47,3,0.0,2,1,0,113708.88,0,0,2,PXXXXXXX,407,1.0029275E7,1.0123178E7,1
12263274,6710970,sXXXXXXXXXXXX,530,SXXXX,MXXX,52,8,156383.24,1,0,0,49673.59,0,0,3,DXXXXXX,379,1.2263274E7,6710970.0,0
16606849,11054484,sXXXXXXXXXXXX,573,GXXXXXX,FXXXXX,41,8,134391.77,1,0,0,22351.85,1,0,2,SXXXXX,720,1.6606849E7,1.1054484E7,1
8890405,7187705,sXXXXXXXXXXXX,537,FXXXXX,MXXX,34,4,0.0,2,1,0,96562.47,0,0,3,DXXXXXX,657,8890405.0,7187705.0,3
10640311,15431936,sXXXXXXXXXXXX,701,GXXXXXX,MXXX,56,8,129279.27,2,1,0,84446.25,0,0,4,DXXXXXX,408,1.0640311E7,1.5431936E7,4
38018,6312157,sXXXXXXXXXXXX,705,SXXXX,MXXX,37,10,128454.76,1,1,0,196657.43,0,0,3,DXXXXXX,496,38018.0,6312157.0,0
13885255,3634704,sXXXXXXXXXXXX,739,SXXXX,MXXX,44,8,122381.91,1,1,0,158036.2,1,0,4,DXXXXXX,253,1.3885255E7,3634704.0,0
8148332,4252629,sXXXXXXXXXXXX,764,GXXXXXX,MXXX,37,8,105552.86,3,1,0,31189.91,1,0,2,DXXXXXX,590,8148332.0,4252629.0,4
2963581,11181792,sXXXXXXXXXXXX,781,GXXXXXX,MXXX,50,5,113811.67,2,0,0,61661.67,0,0,4,SXXXXX,813,2963581.0,1.1181792E7,1
72877,3630347,sXXXXXXXXXXXX,718,SXXXX,FXXXXX,32,4,0.0,2,1,0,187088.36,0,0,1,PXXXXXXX,291,72877.0,3630347.0,0
9310340,4487274,sXXXXXXXXXXXX,671,FXXXXX,FXXXXX,58,7,0.0,4,0,0,8534.8,1,0,2,DXXXXXX,775,9310340.0,4487274.0,2
10581415,6491838,sXXXXXXXXXXXX,782,FXXXXX,FXXXXX,25,10,129663.87,1,0,0,113819.09,0,0,1,GXXX,651,1.0581415E7,6491838.0,3
971844,10789755,sXXXXXXXXXXXX,661,SXXXX,FXXXXX,46,10,137772.84,2,0,0,80273.09,0,0,4,GXXX,564,971844.0,1.0789755E7,0
12303879,8953810,sXXXXXXXXXXXX,679,FXXXXX,MXXX,61,9,121217.38,1,0,0,117203.33,0,0,1,GXXX,799,1.2303879E7,8953810.0,3
4139253,12837023,sXXXXXXXXXXXX,554,GXXXXXX,FXXXXX,46,8,136411.55,4,0,0,127483.11,1,0,4,PXXXXXXX,321,4139253.0,1.2837023E7,1
14684834,10334689,sXXXXXXXXXXXX,649,SXXXX,FXXXXX,41,6,0.0,2,0,0,109822.32,0,0,4,DXXXXXX,889,1.4684834E7,1.0334689E7,0
177155,10814548,sXXXXXXXXXXXX,721,GXXXXXX,MXXX,27,9,122987.08,1,1,0,167291.44,0,0,2,GXXX,592,177155.0,1.0814548E7,1
11636982,13800057,sXXXXXXXXXXXX,739,GXXXXXX,FXXXXX,53,6,118510.55,1,1,0,126887.81,1,0,5,PXXXXXXX,773,1.1636982E7,1.3800057E7,1
6052938,14258745,sXXXXXXXXXXXX,683,GXXXXXX,FXXXXX,42,1,0.0,1,1,0,77956.95,1,0,2,DXXXXXX,591,6052938.0,1.4258745E7,4
14272547,13395059,sXXXXXXXXXXXX,628,FXXXXX,FXXXXX,56,4,0.0,2,0,0,70321.41,0,0,3,SXXXXX,825,1.4272547E7,1.3395059E7,3
12700698,7685706,sXXXXXXXXXXXX,834,FXXXXX,FXXXXX,23,3,32074.87,2,1,0,139171.57,0,0,3,SXXXXX,969,1.2700698E7,7685706.0,3
2922117,8808060,sXXXXXXXXXXXX,497,SXXXX,FXXXXX,48,6,475.02,2,1,0,37542.85,0,0,5,PXXXXXXX,282,2922117.0,8808060.0,0
12093927,2644514,sXXXXXXXXXXXX,540,SXXXX,MXXX,58,7,115.77,2,1,0,83585.03,0,0,5,DXXXXXX,596,1.2093927E7,2644514.0,0
10903274,7366466,sXXXXXXXXXXXX,628,SXXXX,FXXXXX,32,2,377.59,2,1,0,45435.08,0,0,3,SXXXXX,287,1.0903274E7,7366466.0,0
5689123,12586487,sXXXXXXXXXXXX,576,SXXXX,FXXXXX,41,2,128344.32,2,0,0,149180.24,0,0,5,PXXXXXXX,508,5689123.0,1.2586487E7,0
6215160,2662054,sXXXXXXXXXXXX,562,FXXXXX,FXXXXX,41,5,156663.29,4,0,0,166738.07,1,0,1,DXXXXXX,319,6215160.0,2662054.0,2
1633788,6542358,sXXXXXXXXXXXX,596,SXXXX,FXXXXX,76,1,0.0,2,1,0,99309.35,1,0,5,SXXXXX,949,1633788.0,6542358.0,0
8276675,604786,sXXXXXXXXXXXX,607,SXXXX,MXXX,31,6,113424.18,2,0,0,81425.85,0,0,3,GXXX,386,8276675.0,604786.0,0
1793739,680146,sXXXXXXXXXXXX,670,SXXXX,MXXX,31,1,128465.32,1,1,0,16794.69,0,0,3,DXXXXXX,799,1793739.0,680146.0,0
6796539,5467366,sXXXXXXXXXXXX,850,FXXXXX,FXXXXX,43,6,0.0,2,1,0,46264.55,0,0,3,DXXXXXX,597,6796539.0,5467366.0,3
13430837,15404215,sXXXXXXXXXXXX,731,FXXXXX,FXXXXX,30,7,82330.24,1,1,0,51301.71,0,0,1,PXXXXXXX,388,1.3430837E7,1.5404215E7,3
11531635,12608961,sXXXXXXXXXXXX,614,GXXXXXX,MXXX,41,10,103753.33,2,1,0,185790.42,1,0,1,SXXXXX,690,1.1531635E7,1.2608961E7,1
11872247,14127148,sXXXXXXXXXXXX,566,SXXXX,FXXXXX,48,6,544.02,2,0,0,20576.84,0,0,5,SXXXXX,400,1.1872247E7,1.4127148E7,0
11959522,658151,sXXXXXXXXXXXX,665,SXXXX,MXXX,37,6,261.68,2,1,0,95165.41,0,0,3,DXXXXXX,496,1.1959522E7,658151.0,0
13811564,15384783,sXXXXXXXXXXXX,576,GXXXXXX,MXXX,30,9,111160.27,1,1,0,185828.87,0,0,2,DXXXXXX,972,1.3811564E7,1.5384783E7,4
2530115,11647414,sXXXXXXXXXXXX,809,FXXXXX,FXXXXX,56,1,121302.65,3,0,0,131341.22,1,0,4,DXXXXXX,323,2530115.0,1.1647414E7,2
8201857,4483499,sXXXXXXXXXXXX,589,SXXXX,FXXXXX,24,5,125471.24,1,0,0,42948.82,0,0,3,GXXX,490,8201857.0,4483499.0,0
9796718,14193163,sXXXXXXXXXXXX,591,SXXXX,FXXXXX,29,4,0.0,2,0,0,48768.4,0,0,1,DXXXXXX,648,9796718.0,1.4193163E7,0
12894908,16097602,sXXXXXXXXXXXX,594,SXXXX,MXXX,34,8,0.0,2,1,0,80947.61,0,0,5,DXXXXXX,587,1.2894908E7,1.6097602E7,0
11771505,3967541,sXXXXXXXXXXXX,687,SXXXX,FXXXXX,36,9,110430.63,1,1,0,198014.44,0,0,3,DXXXXXX,566,1.1771505E7,3967541.0,0
1561348,1512075,sXXXXXXXXXXXX,512,FXXXXX,MXXX,47,8,82479.25,3,0,0,63835.09,1,0,5,SXXXXX,987,1561348.0,1512075.0,2
6014259,76993,sXXXXXXXXXXXX,804,SXXXX,FXXXXX,43,5,0.0,2,0,0,68119.66,1,0,3,PXXXXXXX,982,6014259.0,76993.0,0
3482679,8339243,sXXXXXXXXXXXX,786,SXXXX,FXXXXX,46,6,79019.71,1,1,0,152056.24,0,0,3,DXXXXXX,859,3482679.0,8339243.0,0
1232867,7088418,sXXXXXXXXXXXX,670,GXXXXXX,FXXXXX,44,2,125417.07,1,1,0,138996.22,0,0,3,DXXXXXX,688,1232867.0,7088418.0,4
15780616,1368952,sXXXXXXXXXXXX,567,SXXXX,FXXXXX,49,5,123011.32,1,0,0,161527.72,1,0,3,PXXXXXXX,938,1.5780616E7,1368952.0,0
29984,705859,sXXXXXXXXXXXX,752,FXXXXX,FXXXXX,26,8,0.0,2,0,0,66575.61,0,0,3,DXXXXXX,645,29984.0,705859.0,3
14742981,4188766,sXXXXXXXXXXXX,582,GXXXXXX,FXXXXX,57,9,142932.9,1,1,0,43719.48,1,0,3,DXXXXXX,450,1.4742981E7,4188766.0,4
2396722,1065154,sXXXXXXXXXXXX,627,SXXXX,MXXX,30,8,16.27,2,0,0,53893.37,0,0,2,SXXXXX,481,2396722.0,1065154.0,0
8046506,6851925,sXXXXXXXXXXXX,524,SXXXX,FXXXXX,54,8,157378.62,3,0,0,14909.7,1,0,3,DXXXXXX,470,8046506.0,6851925.0,0
9182341,10306932,sXXXXXXXXXXXX,563,FXXXXX,MXXX,45,8,146092.63,3,0,0,34678.51,1,0,5,DXXXXXX,462,9182341.0,1.0306932E7,2
2244686,7650775,sXXXXXXXXXXXX,677,FXXXXX,MXXX,23,8,131864.09,1,0,0,184818.66,0,0,3,GXXX,297,2244686.0,7650775.0,3
6077898,6298834,sXXXXXXXXXXXX,727,FXXXXX,MXXX,32,1,121034.99,2,0,0,144544.62,0,0,4,GXXX,335,6077898.0,6298834.0,3
1067097,9322795,sXXXXXXXXXXXX,654,SXXXX,MXXX,32,3,140459.34,2,0,0,62375.77,0,0,5,DXXXXXX,942,1067097.0,9322795.0,0
3634005,2698015,sXXXXXXXXXXXX,465,FXXXXX,MXXX,46,5,146695.27,1,0,0,66570.86,1,0,3,PXXXXXXX,311,3634005.0,2698015.0,2
14901763,8148710,sXXXXXXXXXXXX,528,GXXXXXX,FXXXXX,38,3,121431.21,1,1,0,188947.64,1,0,1,DXXXXXX,364,1.4901763E7,8148710.0,4
12211912,2137011,sXXXXXXXXXXXX,811,FXXXXX,FXXXXX,47,8,0.0,2,1,0,46517.48,0,0,2,GXXX,792,1.2211912E7,2137011.0,3
3983907,7751248,sXXXXXXXXXXXX,733,GXXXXXX,MXXX,37,3,165969.93,2,1,0,56521.64,0,0,2,DXXXXXX,934,3983907.0,7751248.0,4
7062510,1630199,sXXXXXXXXXXXX,667,GXXXXXX,FXXXXX,58,8,0.0,1,1,0,132230.78,1,0,3,DXXXXXX,844,7062510.0,1630199.0,4
5926545,238736,sXXXXXXXXXXXX,750,SXXXX,FXXXXX,24,2,89574.43,1,1,0,122251.56,0,0,1,PXXXXXXX,580,5926545.0,238736.0,0
12552100,3012897,sXXXXXXXXXXXX,578,GXXXXXX,MXXX,35,8,120678.29,2,1,0,93653.99,0,0,1,SXXXXX,498,1.25521E7,3012897.0,1
13288749,703918,sXXXXXXXXXXXX,732,GXXXXXX,FXXXXX,40,8,108828.0,1,1,0,62943.54,1,0,4,PXXXXXXX,481,1.3288749E7,703918.0,1
12147862,8231258,sXXXXXXXXXXXX,731,FXXXXX,MXXX,38,1,114169.4,1,0,0,30412.06,1,0,2,DXXXXXX,633,1.2147862E7,8231258.0,2
5300502,3509265,sXXXXXXXXXXXX,582,FXXXXX,FXXXXX,30,9,120493.51,2,1,0,85509.46,0,0,3,PXXXXXXX,380,5300502.0,3509265.0,3
